SAMPID	SMTS
GTEX-18465-1126-SM-7LG6E	Esophagus
GTEX-18465-1326-SM-7LT9K	Esophagus
GTEX-18465-1426-SM-7KFTF	Thyroid
GTEX-18465-1526-SM-7KFTV	Testis
GTEX-18465-1626-SM-7LG6N	Liver
GTEX-18465-1826-SM-731BB	Adipose Tissue
GTEX-18465-2026-SM-718AP	Breast
GTEX-18465-2726-SM-7LT9I	Colon
GTEX-18465-2826-SM-7LT9J	Skin
GTEX-18465-2926-SM-7KFSE	Brain
GTEX-18465-3026-SM-7LG6Y	Brain
GTEX-18465-3126-SM-72D75	Pituitary
GTEX-18A66-0126-SM-731CQ	Muscle
GTEX-18A66-0226-SM-718BD	Skin
GTEX-18A66-0326-SM-718BE	Adipose Tissue
GTEX-18A66-0426-SM-718BF	Nerve
GTEX-18A66-0526-SM-7LG5O	Blood Vessel
GTEX-18A66-0626-SM-7LT8Z	Skin
GTEX-18A66-0726-SM-72D77	Testis
GTEX-18A66-0826-SM-72D5Z	Thyroid
GTEX-18A66-0926-SM-718BG	Lung
GTEX-18A66-1026-SM-731B8	Blood Vessel
GTEX-18A66-1126-SM-731C5	Heart
GTEX-18A66-1226-SM-7LT8G	Heart
GTEX-18A66-1326-SM-7LG4M	Blood Vessel
GTEX-18A66-1426-SM-7KFRT	Esophagus
GTEX-18A66-1526-SM-72D6Y	Esophagus
GTEX-18A66-1626-SM-7LTAF	Esophagus
GTEX-18A66-1826-SM-7KFSU	Spleen
GTEX-18A66-1926-SM-7LTAG	Adipose Tissue
GTEX-18A66-2026-SM-7189C	Liver
GTEX-18A66-2126-SM-7189D	Pancreas
GTEX-18A66-2226-SM-7189E	Stomach
GTEX-18A66-2326-SM-7LT8Q	Prostate
GTEX-18A66-2426-SM-7KFSQ	Colon
GTEX-18A66-2526-SM-7KFTZ	Small Intestine
GTEX-18A66-2626-SM-72D67	Colon
GTEX-18A67-0126-SM-7LG5P	Skin
GTEX-18A67-0226-SM-7LG67	Adipose Tissue
GTEX-18A67-0326-SM-7LG5X	Muscle
GTEX-18A67-0526-SM-7LT9X	Blood Vessel
GTEX-18A67-0626-SM-7KFSL	Salivary Gland
GTEX-18A67-0826-SM-7KFTI	Thyroid
GTEX-18A67-0926-SM-7LG5Y	Blood Vessel
GTEX-18A67-1026-SM-731CE	Heart
GTEX-18A67-1126-SM-7KFSB	Lung
GTEX-18A67-1226-SM-7KFRS	Heart
GTEX-18A67-1326-SM-7LT8V	Adipose Tissue
GTEX-18A67-1426-SM-718BC	Blood Vessel
GTEX-18A67-1526-SM-7LG6F	Spleen
GTEX-18A67-1626-SM-7LT9T	Skin
GTEX-18A67-1726-SM-7KFT9	Pancreas
GTEX-18A67-1826-SM-7KFT7	Testis
GTEX-18A67-2126-SM-7LT9Y	Esophagus
GTEX-18A67-2226-SM-7LT9Z	Colon
GTEX-18A67-2426-SM-7LT95	Esophagus
GTEX-18A67-2526-SM-7LG5Z	Esophagus
GTEX-18A67-2626-SM-718AD	Stomach
GTEX-18A6Q-0011-R10b-SM-72D7A	Brain
GTEX-18A6Q-0011-R11a-SM-72D6H	Brain
GTEX-18A6Q-0011-R1b-SM-731DI	Brain
GTEX-18A6Q-0011-R3a-SM-718A7	Brain
GTEX-18A6Q-0011-R6a-SM-7LG6R	Brain
GTEX-18A6Q-0126-SM-731BZ	Skin
GTEX-18A6Q-0226-SM-718AS	Adipose Tissue
GTEX-18A6Q-0326-SM-718AT	Muscle
GTEX-18A6Q-0426-SM-731CC	Nerve
GTEX-18A6Q-0526-SM-7LG4O	Blood Vessel
GTEX-18A6Q-0626-SM-7KFRP	Skin
GTEX-18A6Q-0726-SM-7LT8Y	Thyroid
GTEX-18A6Q-0826-SM-7KFRD	Lung
GTEX-18A6Q-0926-SM-7LG4N	Breast
GTEX-18A6Q-1026-SM-7LT9S	Adipose Tissue
GTEX-18A6Q-1126-SM-7LG5A	Esophagus
GTEX-18A6Q-1226-SM-7KFS9	Esophagus
GTEX-18A6Q-1326-SM-7LG62	Esophagus
GTEX-18A6Q-1426-SM-7LG63	Blood Vessel
GTEX-18A6Q-1526-SM-731CO	Heart
GTEX-18A6Q-1626-SM-7KFTA	Heart
GTEX-18A6Q-1726-SM-7LT9A	Pancreas
GTEX-18A6Q-1826-SM-72D6I	Adrenal Gland
GTEX-18A6Q-2026-SM-718AQ	Liver
GTEX-18A6Q-2226-SM-7LG61	Colon
GTEX-18A6Q-2626-SM-7KFT3	Testis
GTEX-18A6Q-2826-SM-7LTAO	Brain
GTEX-18A6Q-2926-SM-718AR	Brain
GTEX-18A6Q-3026-SM-72D6T	Pituitary
GTEX-18A7A-0002-SM-6RBLJ	Blood
GTEX-18A7A-0002-SM-6UH2A	Blood
GTEX-18A7A-0126-SM-731AH	Skin
GTEX-18A7A-0226-SM-718BH	Skin
GTEX-18A7A-0326-SM-731AT	Adipose Tissue
GTEX-18A7A-0426-SM-731B6	Nerve
GTEX-18A7A-0526-SM-718BI	Blood Vessel
GTEX-18A7A-0626-SM-718BJ	Muscle
GTEX-18A7A-0726-SM-7LTAI	Breast
GTEX-18A7A-0826-SM-7KFTJ	Thyroid
GTEX-18A7A-0926-SM-7LT8H	Adipose Tissue
GTEX-18A7A-1026-SM-7LT8B	Lung
GTEX-18A7A-1126-SM-7LT8O	Blood Vessel
GTEX-18A7A-1226-SM-7LTAJ	Heart
GTEX-18A7A-1426-SM-731AP	Blood Vessel
GTEX-18A7A-1526-SM-72D69	Liver
GTEX-18A7A-1726-SM-7LT93	Pancreas
GTEX-18A7A-1826-SM-7KFTU	Adrenal Gland
GTEX-18A7A-2226-SM-7LT8K	Colon
GTEX-18A7A-2326-SM-7KFRH	Esophagus
GTEX-18A7A-2526-SM-7LG6I	Esophagus
GTEX-18A7A-2626-SM-7LG6L	Ovary
GTEX-18A7A-2726-SM-7LG6U	Stomach
GTEX-18A7A-2826-SM-7LT8J	Vagina
GTEX-18A7B-0126-SM-7LG64	Skin
GTEX-18A7B-0326-SM-7LG65	Muscle
GTEX-18A7B-0426-SM-7LG4T	Nerve
GTEX-18A7B-0526-SM-7LG68	Blood Vessel
GTEX-18A7B-0926-SM-7189F	Blood Vessel
GTEX-18A7B-1226-SM-718AU	Adipose Tissue
GTEX-18A7B-1526-SM-7KFTH	Testis
GTEX-18A7B-2026-SM-72D71	Colon
GTEX-18A7B-2626-SM-7LG55	Breast
GTEX-18A7B-2726-SM-7LG56	Skin
GTEX-18A7B-2826-SM-7KFTK	Salivary Gland
GTEX-18D9A-0126-SM-7KFSI	Thyroid
GTEX-18D9A-0226-SM-7KFSJ	Lung
GTEX-18D9A-0326-SM-7LT8L	Esophagus
GTEX-18D9A-0426-SM-72D55	Esophagus
GTEX-18D9A-0526-SM-7KFSW	Esophagus
GTEX-18D9A-0626-SM-7KFTY	Stomach
GTEX-18D9A-0726-SM-7LTA7	Adipose Tissue
GTEX-18D9A-0826-SM-718C1	Ovary
GTEX-18D9A-1026-SM-7KFRU	Vagina
GTEX-18D9A-1126-SM-7KFRJ	Colon
GTEX-18D9A-1326-SM-7LT8P	Colon
GTEX-18D9A-1526-SM-7LG4J	Breast
GTEX-18D9A-1626-SM-7LG5Q	Blood Vessel
GTEX-18D9A-1726-SM-731BS	Nerve
GTEX-18D9A-1826-SM-718BK	Muscle
GTEX-18D9A-1926-SM-7LG6P	Skin
GTEX-18D9A-2026-SM-718BL	Adipose Tissue
GTEX-18D9B-0226-SM-731CV	Nerve
GTEX-18D9B-0326-SM-731B2	Blood Vessel
GTEX-18D9B-0426-SM-7LTAR	Muscle
GTEX-18D9B-0526-SM-7LTAS	Skin
GTEX-18D9B-0726-SM-72D6K	Thyroid
GTEX-18D9B-0926-SM-7LG4U	Skin
GTEX-18D9B-1026-SM-72D6A	Lung
GTEX-18D9B-1026-SM-7KFS8	Lung
GTEX-18D9B-1126-SM-7KFSH	Heart
GTEX-18D9B-1226-SM-72D6V	Heart
GTEX-18D9B-1526-SM-7KFRK	Liver
GTEX-18D9B-1726-SM-7LTAP	Adipose Tissue
GTEX-18D9B-1926-SM-7KFSV	Adrenal Gland
GTEX-18D9B-2026-SM-7LT96	Esophagus
GTEX-18D9B-2126-SM-7LTAQ	Esophagus
GTEX-18D9B-2226-SM-718BM	Stomach
GTEX-18D9B-2526-SM-718BN	Colon
GTEX-18D9B-2726-SM-72D73	Testis
GTEX-18D9U-0126-SM-731BM	Skin
GTEX-18D9U-0226-SM-718BP	Skin
GTEX-18D9U-0426-SM-731AN	Adipose Tissue
GTEX-18D9U-0526-SM-72D7C	Lung
GTEX-18D9U-0626-SM-7LTA4	Muscle
GTEX-18D9U-0726-SM-7LG5J	Adipose Tissue
GTEX-18D9U-0826-SM-7LG5K	Nerve
GTEX-18D9U-0926-SM-731AZ	Blood Vessel
GTEX-18D9U-1026-SM-72D5R	Thyroid
GTEX-18D9U-1126-SM-72D5Y	Heart
GTEX-18D9U-1326-SM-731BI	Blood Vessel
GTEX-18D9U-1426-SM-718BO	Heart
GTEX-18D9U-1626-SM-7KFTW	Pancreas
GTEX-18D9U-1726-SM-7LTA5	Esophagus
GTEX-18D9U-1926-SM-7KFTM	Colon
GTEX-18D9U-2126-SM-7LG4Y	Esophagus
GTEX-18D9U-2226-SM-7KFTN	Salivary Gland
GTEX-18QFQ-0126-SM-731BE	Skin
GTEX-18QFQ-0326-SM-731C3	Muscle
GTEX-18QFQ-0426-SM-72D7E	Nerve
GTEX-18QFQ-0526-SM-718AV	Blood Vessel
GTEX-18QFQ-0626-SM-718AW	Salivary Gland
GTEX-18QFQ-0726-SM-7LG6D	Thyroid
GTEX-18QFQ-0826-SM-718AX	Breast
GTEX-18QFQ-0926-SM-7LG4V	Lung
GTEX-18QFQ-1126-SM-72D6R	Esophagus
GTEX-18QFQ-1226-SM-718AE	Stomach
GTEX-18QFQ-1326-SM-731CF	Adipose Tissue
GTEX-18QFQ-1526-SM-72D57	Colon
GTEX-18QFQ-1626-SM-72D7H	Small Intestine
GTEX-18QFQ-1726-SM-731C9	Colon
GTEX-18QFQ-1826-SM-72D52	Skin
GTEX-18QFQ-1926-SM-72D5H	Testis
GTEX-18QFQ-2026-SM-72D7J	Prostate
GTEX-19HZE-0002-SM-7J39O	Blood
GTEX-19HZE-0011-R11b-SM-79ONN	Brain
GTEX-19HZE-0011-R5a-SM-79OOU	Brain
GTEX-19HZE-0126-SM-73KX7	Skin
GTEX-19HZE-0326-SM-7189K	Thyroid
GTEX-19HZE-0426-SM-731C8	Breast
GTEX-19HZE-0626-SM-73KXJ	Nerve
GTEX-19HZE-2126-SM-72D4X	Muscle
GTEX-19HZE-2326-SM-7189J	Vagina
GTEX-19HZE-2926-SM-718BQ	Skin
GTEX-19HZE-3026-SM-718BR	Brain
GTEX-19HZE-3126-SM-731BC	Brain
GTEX-1A32A-0001-SM-7J3A1	Blood
GTEX-1A32A-0126-SM-718B1	Skin
GTEX-1A32A-0226-SM-718B2	Adipose Tissue
GTEX-1A32A-0326-SM-718B3	Nerve
GTEX-1A32A-0426-SM-7939P	Blood Vessel
GTEX-1A32A-0526-SM-731B9	Muscle
GTEX-1A32A-0626-SM-731AQ	Skin
GTEX-1A32A-0726-SM-731D4	Lung
GTEX-1A32A-0826-SM-72D5C	Liver
GTEX-1A32A-0926-SM-718AB	Adipose Tissue
GTEX-1A32A-1326-SM-73KWW	Heart
GTEX-1A32A-1726-SM-731BW	Blood Vessel
GTEX-1A32A-1826-SM-72D5G	Esophagus
GTEX-1A32A-2026-SM-718AY	Esophagus
GTEX-1A32A-2126-SM-718AZ	Adrenal Gland
GTEX-1A32A-2626-SM-73KX9	Colon
GTEX-1A32A-2726-SM-73KVU	Ovary
GTEX-1A32A-2826-SM-72D5S	Uterus
GTEX-1A32A-3026-SM-72D61	Brain
GTEX-1A32A-3226-SM-731FA	Pituitary
GTEX-1A3MV-0002-SM-7J39R	Blood
GTEX-1A3MV-0126-SM-731FQ	Spleen
GTEX-1A3MV-0226-SM-731FS	Adrenal Gland
GTEX-1A3MV-0326-SM-73KW7	Thyroid
GTEX-1A3MV-0426-SM-73KXL	Blood Vessel
GTEX-1A3MV-0526-SM-72D5A	Lung
GTEX-1A3MV-0626-SM-731CH	Adipose Tissue
GTEX-1A3MV-0726-SM-72D5M	Testis
GTEX-1A3MV-0826-SM-72D6J	Prostate
GTEX-1A3MV-1026-SM-72D5U	Colon
GTEX-1A3MV-1126-SM-718BS	Colon
GTEX-1A3MV-1226-SM-718BW	Stomach
GTEX-1A3MV-1326-SM-7LG6C	Esophagus
GTEX-1A3MV-1426-SM-72D63	Esophagus
GTEX-1A3MV-1526-SM-731BO	Esophagus
GTEX-1A3MV-1626-SM-731C1	Breast
GTEX-1A3MV-1726-SM-72D68	Salivary Gland
GTEX-1A3MV-1826-SM-731CD	Skin
GTEX-1A3MV-1926-SM-718BT	Skin
GTEX-1A3MV-2026-SM-718BU	Muscle
GTEX-1A3MV-2126-SM-718BV	Adipose Tissue
GTEX-1A3MV-2226-SM-731CP	Blood Vessel
GTEX-1A3MV-2326-SM-731CT	Nerve
GTEX-1A3MW-0004-SM-7J39Q	Blood
GTEX-1A3MW-0006-SM-7MKGU	Blood
GTEX-1A3MW-0126-SM-73KXX	Skin
GTEX-1A3MW-0226-SM-7939O	Adipose Tissue
GTEX-1A3MW-0326-SM-731EF	Nerve
GTEX-1A3MW-0426-SM-731AI	Blood Vessel
GTEX-1A3MW-0526-SM-731BY	Muscle
GTEX-1A3MW-0626-SM-731CB	Skin
GTEX-1A3MW-0826-SM-72D6C	Adipose Tissue
GTEX-1A3MW-1326-SM-7189P	Heart
GTEX-1A3MW-1926-SM-7IGM8	Pancreas
GTEX-1A3MW-2126-SM-731DO	Adrenal Gland
GTEX-1A3MW-2226-SM-73KUX	Kidney
GTEX-1A3MW-3026-SM-72D5E	Brain
GTEX-1A3MW-3226-SM-731E1	Pituitary
GTEX-1A3MX-0002-SM-7J38V	Blood
GTEX-1A3MX-0011-R11b-SM-7DUGP	Brain
GTEX-1A3MX-0011-R2b-SM-7EWFL	Brain
GTEX-1A3MX-0011-R3b-SM-79OOW	Brain
GTEX-1A3MX-0011-R4b-SM-7EWFK	Brain
GTEX-1A3MX-0011-R5a-SM-79OM5	Brain
GTEX-1A3MX-0011-R7a-SM-7DUEM	Brain
GTEX-1A3MX-0126-SM-731BR	Skin
GTEX-1A3MX-0226-SM-731C4	Adipose Tissue
GTEX-1A3MX-0326-SM-73KXV	Nerve
GTEX-1A3MX-0426-SM-72D5W	Blood Vessel
GTEX-1A3MX-0526-SM-718A9	Muscle
GTEX-1A3MX-0826-SM-72D64	Adipose Tissue
GTEX-1A3MX-1026-SM-731F8	Testis
GTEX-1A3MX-1226-SM-731B3	Heart
GTEX-1A3MX-1326-SM-72D58	Heart
GTEX-1A3MX-1926-SM-72D7F	Stomach
GTEX-1A3MX-2326-SM-718B4	Colon
GTEX-1A3MX-2726-SM-718B6	Breast
GTEX-1A3MX-2926-SM-718B7	Brain
GTEX-1A3MX-3026-SM-731BF	Brain
GTEX-1A3MX-3126-SM-731FR	Pituitary
GTEX-1A8FM-0004-SM-7J39J	Blood
GTEX-1A8FM-0726-SM-7DUGK	Thyroid
GTEX-1A8FM-0826-SM-793D5	Lung
GTEX-1A8FM-1226-SM-7IGMD	Liver
GTEX-1A8FM-1426-SM-7IGPD	Esophagus
GTEX-1A8FM-2326-SM-7MKGC	Uterus
GTEX-1A8FM-2426-SM-7IGPE	Vagina
GTEX-1A8FM-3126-SM-7MKGF	Pituitary
GTEX-1A8G6-0004-SM-7J39W	Blood
GTEX-1A8G6-0011-R5b-SM-7IGQG	Brain
GTEX-1A8G6-0126-SM-7DUFY	Muscle
GTEX-1A8G6-0226-SM-79ONQ	Blood Vessel
GTEX-1A8G6-0326-SM-72D6F	Nerve
GTEX-1A8G6-0426-SM-72D6Q	Skin
GTEX-1A8G6-0626-SM-7IGNB	Thyroid
GTEX-1A8G6-0726-SM-73KV5	Lung
GTEX-1A8G6-1226-SM-73KVH	Esophagus
GTEX-1A8G6-1426-SM-731EZ	Stomach
GTEX-1A8G6-1726-SM-73KXZ	Blood Vessel
GTEX-1A8G6-1826-SM-73KY8	Heart
GTEX-1A8G6-2026-SM-73KYC	Adipose Tissue
GTEX-1A8G6-2526-SM-72D59	Testis
GTEX-1A8G6-2726-SM-731AR	Skin
GTEX-1A8G6-2926-SM-731CK	Brain
GTEX-1A8G6-3026-SM-7EWEJ	Pituitary
GTEX-1A8G6-3126-SM-731D8	Brain
GTEX-1A8G7-0003-SM-7J38W	Blood
GTEX-1A8G7-0011-R2a-SM-7IGQI	Brain
GTEX-1A8G7-0011-R9b-SM-7IGQH	Brain
GTEX-1A8G7-0126-SM-7DUGH	Skin
GTEX-1A8G7-0226-SM-731AS	Adipose Tissue
GTEX-1A8G7-0326-SM-72D5B	Muscle
GTEX-1A8G7-0426-SM-731B5	Blood Vessel
GTEX-1A8G7-0526-SM-73KYA	Nerve
GTEX-1A8G7-1026-SM-73KVA	Thyroid
GTEX-1A8G7-1126-SM-731ED	Liver
GTEX-1A8G7-1226-SM-73KYP	Adipose Tissue
GTEX-1A8G7-1326-SM-73KVM	Skin
GTEX-1A8G7-2426-SM-731AK	Breast
GTEX-1A8G7-2926-SM-79ONA	Pituitary
GTEX-1A8G7-3026-SM-73KTT	Brain
GTEX-1A8G7-3126-SM-7IGP7	Brain
GTEX-1AMEY-0004-SM-7J39X	Blood
GTEX-1AMEY-0126-SM-73KTX	Thyroid
GTEX-1AMEY-0226-SM-7189Q	Esophagus
GTEX-1AMEY-0326-SM-72D5T	Esophagus
GTEX-1AMEY-0526-SM-72D62	Adipose Tissue
GTEX-1AMEY-0626-SM-72D6B	Uterus
GTEX-1AMEY-0726-SM-72D5X	Blood Vessel
GTEX-1AMEY-0826-SM-72D65	Skin
GTEX-1AMEY-0926-SM-72D6G	Ovary
GTEX-1AMEY-1026-SM-718AA	Breast
GTEX-1AMEY-1126-SM-72D79	Salivary Gland
GTEX-1AMEY-1226-SM-731DU	Stomach
GTEX-1AMEY-1326-SM-73KYK	Skin
GTEX-1AMEY-1426-SM-7939I	Adipose Tissue
GTEX-1AMEY-1526-SM-73KYW	Muscle
GTEX-1AMEY-1826-SM-72D5L	Colon
GTEX-1AMEY-1926-SM-73KVT	Colon
GTEX-1AMFI-0001-SM-7J39V	Blood
GTEX-1AMFI-0126-SM-73KZ2	Esophagus
GTEX-1AMFI-0226-SM-731D5	Esophagus
GTEX-1AMFI-0326-SM-731CU	Esophagus
GTEX-1AMFI-0426-SM-731C7	Blood Vessel
GTEX-1AMFI-0526-SM-7189M	Thyroid
GTEX-1AMFI-0626-SM-731DR	Adrenal Gland
GTEX-1AMFI-0726-SM-731D9	Pancreas
GTEX-1AMFI-0826-SM-731DV	Liver
GTEX-1AMFI-0926-SM-731E4	Spleen
GTEX-1AMFI-1026-SM-73KYM	Adipose Tissue
GTEX-1AMFI-1226-SM-731CZ	Stomach
GTEX-1AMFI-1326-SM-7939R	Skin
GTEX-1AMFI-1426-SM-731EL	Ovary
GTEX-1AMFI-1526-SM-73KVY	Vagina
GTEX-1AMFI-1726-SM-7189L	Colon
GTEX-1AMFI-1826-SM-73KWB	Colon
GTEX-1AMFI-1926-SM-731F2	Small Intestine
GTEX-1AMFI-2026-SM-731BH	Skin
GTEX-1AMFI-2126-SM-731BT	Adipose Tissue
GTEX-1AMFI-2226-SM-731C6	Muscle
GTEX-1AMFI-2326-SM-731CI	Nerve
GTEX-1AMFI-2426-SM-73KWO	Blood Vessel
GTEX-1AX8Y-0002-SM-7J38S	Blood
GTEX-1AX8Y-0126-SM-731FE	Thyroid
GTEX-1AX8Y-0226-SM-73KX1	Blood Vessel
GTEX-1AX8Y-0326-SM-73KYY	Heart
GTEX-1AX8Y-0426-SM-7189O	Heart
GTEX-1AX8Y-0526-SM-72D5K	Lung
GTEX-1AX8Y-0726-SM-731CX	Liver
GTEX-1AX8Y-0826-SM-731EV	Spleen
GTEX-1AX8Y-0926-SM-731EI	Pancreas
GTEX-1AX8Y-1026-SM-73KWL	Breast
GTEX-1AX8Y-1126-SM-731AG	Skin
GTEX-1AX8Y-1226-SM-72D6Z	Adipose Tissue
GTEX-1AX8Y-1326-SM-72D4Y	Esophagus
GTEX-1AX8Y-1426-SM-73KU6	Esophagus
GTEX-1AX8Y-1526-SM-73KXD	Esophagus
GTEX-1AX8Y-1826-SM-731AU	Colon
GTEX-1AX8Y-1926-SM-73KWX	Colon
GTEX-1AX8Y-2026-SM-73KUA	Skin
GTEX-1AX8Y-2226-SM-72D51	Muscle
GTEX-1AX8Y-2326-SM-7189N	Nerve
GTEX-1AX8Y-2426-SM-73KXP	Blood Vessel
GTEX-1AX8Z-0002-SM-7J39U	Blood
GTEX-1AX8Z-0126-SM-7DHM6	Skin
GTEX-1AX8Z-0326-SM-731BU	Muscle
GTEX-1AX8Z-0526-SM-7939M	Blood Vessel
GTEX-1AX8Z-0626-SM-731EH	Salivary Gland
GTEX-1AX8Z-0726-SM-73KTS	Skin
GTEX-1AX8Z-0826-SM-7DUFZ	Thyroid
GTEX-1AX8Z-0926-SM-731AW	Breast
GTEX-1AX8Z-1026-SM-7189R	Liver
GTEX-1AX8Z-1126-SM-731CS	Heart
GTEX-1AX8Z-1226-SM-7DHM7	Blood Vessel
GTEX-1AX8Z-1326-SM-7DHMO	Heart
GTEX-1AX8Z-1426-SM-7939T	Blood Vessel
GTEX-1AX8Z-1526-SM-73KW1	Lung
GTEX-1AX8Z-1626-SM-73KWD	Adipose Tissue
GTEX-1AX8Z-1726-SM-731DE	Pancreas
GTEX-1AX8Z-1826-SM-73KW6	Esophagus
GTEX-1AX8Z-1926-SM-72D7B	Esophagus
GTEX-1AX8Z-2326-SM-731CR	Kidney
GTEX-1AX8Z-2426-SM-72D7D	Adrenal Gland
GTEX-1AX8Z-2526-SM-731E3	Small Intestine
GTEX-1AX8Z-2626-SM-731EP	Prostate
GTEX-1AX8Z-2726-SM-73KUC	Colon
GTEX-1AX8Z-2826-SM-73KTZ	Testis
GTEX-1AX9I-0002-SM-7J39K	Blood
GTEX-1AX9I-0011-R11b-SM-7DHN4	Brain
GTEX-1AX9I-0011-R4b-SM-7EPIB	Brain
GTEX-1AX9I-0011-R5b-SM-793DI	Brain
GTEX-1AX9I-0326-SM-73KXQ	Muscle
GTEX-1AX9I-0426-SM-73KY3	Nerve
GTEX-1AX9I-0626-SM-72D54	Thyroid
GTEX-1AX9I-0726-SM-73KWV	Breast
GTEX-1AX9I-0826-SM-73KUT	Lung
GTEX-1AX9I-0926-SM-73KX8	Blood Vessel
GTEX-1AX9I-1026-SM-73KYF	Heart
GTEX-1AX9I-1126-SM-7EPHH	Heart
GTEX-1AX9I-1226-SM-731CJ	Blood Vessel
GTEX-1AX9I-1426-SM-7DHM8	Esophagus
GTEX-1AX9I-1526-SM-72D53	Esophagus
GTEX-1AX9I-1626-SM-72D5D	Liver
GTEX-1AX9I-1726-SM-731BX	Adipose Tissue
GTEX-1AX9I-1826-SM-72D5I	Testis
GTEX-1AX9I-2226-SM-73KUO	Skin
GTEX-1AX9I-2626-SM-73KU5	Colon
GTEX-1AX9I-3026-SM-73KUH	Brain
GTEX-1AX9J-0004-SM-7J38U	Blood
GTEX-1AX9J-0126-SM-73KY2	Muscle
GTEX-1AX9J-0226-SM-73KXM	Skin
GTEX-1AX9J-0326-SM-73KXY	Adipose Tissue
GTEX-1AX9J-0526-SM-72D5O	Nerve
GTEX-1AX9J-0626-SM-72D7L	Adrenal Gland
GTEX-1AX9J-0926-SM-73KXA	Heart
GTEX-1AX9J-1026-SM-72D6E	Heart
GTEX-1AX9J-1126-SM-731B7	Breast
GTEX-1AX9J-1226-SM-72D6P	Testis
GTEX-1AX9J-1326-SM-731BJ	Skin
GTEX-1AX9J-1426-SM-731BV	Prostate
GTEX-1AX9J-1626-SM-73KUI	Lung
GTEX-1AX9J-1726-SM-731FF	Pancreas
GTEX-1AX9J-1826-SM-731FM	Esophagus
GTEX-1AX9J-1926-SM-73KUM	Esophagus
GTEX-1AX9J-2026-SM-731AV	Esophagus
GTEX-1AX9J-2126-SM-731DD	Thyroid
GTEX-1AX9J-2226-SM-731CW	Adipose Tissue
GTEX-1AX9J-2526-SM-73KUY	Colon
GTEX-1AX9J-2626-SM-731EK	Stomach
GTEX-1AX9K-0001-SM-7J39L	Blood
GTEX-1AX9K-0226-SM-793CM	Spleen
GTEX-1AX9K-0326-SM-7DHM9	Blood Vessel
GTEX-1AX9K-0426-SM-73KUG	Heart
GTEX-1AX9K-0526-SM-73KV1	Heart
GTEX-1AX9K-0626-SM-73KVD	Thyroid
GTEX-1AX9K-0726-SM-73KYR	Blood Vessel
GTEX-1AX9K-0826-SM-731F9	Lung
GTEX-1AX9K-0926-SM-7939G	Adipose Tissue
GTEX-1AX9K-1026-SM-73KU4	Esophagus
GTEX-1AX9K-1126-SM-731DQ	Esophagus
GTEX-1AX9K-1226-SM-793CN	Esophagus
GTEX-1AX9K-1526-SM-73KVP	Prostate
GTEX-1AX9K-1626-SM-73KUS	Colon
GTEX-1AX9K-1826-SM-731CY	Testis
GTEX-1AX9K-2026-SM-731D1	Pancreas
GTEX-1AX9K-2126-SM-72D7K	Salivary Gland
GTEX-1AX9K-2326-SM-73KWU	Skin
GTEX-1AX9K-2426-SM-73KZ4	Adipose Tissue
GTEX-1AX9K-2526-SM-7DUG4	Nerve
GTEX-1AX9K-2626-SM-793CO	Blood Vessel
GTEX-1AX9K-2726-SM-7DHMA	Muscle
GTEX-1AYCT-0004-SM-7J39Y	Blood
GTEX-1AYCT-0226-SM-73KVB	Thyroid
GTEX-1AYCT-0326-SM-73KVN	Blood Vessel
GTEX-1AYCT-0426-SM-73KVZ	Heart
GTEX-1AYCT-0626-SM-7EPI5	Blood Vessel
GTEX-1AYCT-0726-SM-7IGNG	Lung
GTEX-1AYCT-1026-SM-79ONR	Testis
GTEX-1AYCT-1126-SM-79OO8	Adipose Tissue
GTEX-1AYCT-1226-SM-7EPGH	Pancreas
GTEX-1AYCT-1326-SM-7MKHB	Stomach
GTEX-1AYCT-1426-SM-7DUG1	Esophagus
GTEX-1AYCT-1526-SM-73KWC	Esophagus
GTEX-1AYCT-1826-SM-731EG	Colon
GTEX-1AYCT-1926-SM-793AE	Colon
GTEX-1AYCT-2026-SM-793CJ	Nerve
GTEX-1AYCT-2426-SM-7IGQ3	Skin
GTEX-1AYD5-0003-SM-7J39P	Blood
GTEX-1AYD5-0126-SM-7DUG5	Adipose Tissue
GTEX-1AYD5-0226-SM-79ONV	Spleen
GTEX-1AYD5-0326-SM-7EWEO	Pancreas
GTEX-1AYD5-0926-SM-793AF	Esophagus
GTEX-1AYD5-1226-SM-7EWEP	Lung
GTEX-1AYD5-2126-SM-73KWQ	Blood Vessel
GTEX-1AYD5-2226-SM-73KX3	Muscle
GTEX-1AYD5-2326-SM-73KXF	Adipose Tissue
GTEX-1AYD5-2426-SM-73KXR	Skin
GTEX-1B8KE-0004-SM-7J39M	Blood
GTEX-1B8KE-0126-SM-793AM	Heart
GTEX-1B8KE-0226-SM-7EWEK	Blood Vessel
GTEX-1B8KE-0326-SM-73KTY	Heart
GTEX-1B8KE-0426-SM-7189G	Blood Vessel
GTEX-1B8KE-0626-SM-7189H	Thyroid
GTEX-1B8KE-0726-SM-72D7G	Pancreas
GTEX-1B8KE-0826-SM-72D6S	Adipose Tissue
GTEX-1B8KE-0926-SM-7189I	Adrenal Gland
GTEX-1B8KE-1026-SM-731EQ	Prostate
GTEX-1B8KE-1126-SM-7EPHI	Skin
GTEX-1B8KE-1226-SM-73KWK	Breast
GTEX-1B8KE-1326-SM-73KVI	Stomach
